year,make,model,price,mileage,color,url,body_type
2019,Honda,Odyssey,27495,159694,gray,https://www.carpages.ca/used-cars/ontario/scarborough/2019-honda-odyssey-13008562/,Minivan
2016,Dodge,Grand,9999,205780,silver,https://www.carpages.ca/used-cars/ontario/st-catharines/2016-dodge-grand-caravan-13007986/,Minivan
2026,Chrysler,Pacifica,58304,25,red,https://www.carpages.ca/new-cars/ontario/new-hamburg/2026-chrysler-pacifica-13007914/,Minivan
2026,Chrysler,Pacifica,56690,20,white,https://www.carpages.ca/new-cars/british-columbia/surrey/2026-chrysler-pacifica-13007722/,Minivan
2026,Chrysler,Pacifica,57185,18,black,https://www.carpages.ca/new-cars/british-columbia/surrey/2026-chrysler-pacifica-13007728/,Minivan
1998,Toyota,Sienna,5599,277485,gray,https://www.carpages.ca/used-cars/british-columbia/langley/1998-toyota-sienna-13007626/,Minivan
2023,GMC,Savana,32995,17900,Other,https://www.carpages.ca/used-cars/ontario/glencoe/2023-gmc-savana-cargo-van-13007593/,Minivan
2026,Dodge,Grand,50885,10,black,https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2026-dodge-grand-caravan-13005712/,Minivan
2026,Dodge,Grand,50590,10,white,https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2026-dodge-grand-caravan-13005709/,Minivan
2026,Dodge,Grand,51085,10,black,https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2026-dodge-grand-caravan-13005706/,Minivan
2026,Dodge,Grand,50885,10,black,https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2026-dodge-grand-caravan-13005703/,Minivan
2018,Nissan,NV200,4495,410493,white,https://www.carpages.ca/used-cars/ontario/london/2018-nissan-nv200-13003702/,Minivan
2019,Dodge,Grand,21989,158789,silver,https://www.carpages.ca/used-cars/ontario/sarnia/2019-dodge-grand-caravan-13003453/,Minivan
2024,Ford,Transit,80170,0,silver,https://www.carpages.ca/new-cars/british-columbia/new-westminster/2024-ford-transit-13003273/,Minivan
2024,Ford,Transit,80170,0,silver,https://www.carpages.ca/new-cars/british-columbia/new-westminster/2024-ford-transit-13003270/,Minivan
2016,Dodge,Grand,10999,170000,white,https://www.carpages.ca/used-cars/ontario/brantford/2016-dodge-grand-caravan-13003117/,Minivan
2013,Dodge,Grand,6800,155441,black,https://www.carpages.ca/used-cars/ontario/kitchener/2013-dodge-grand-caravan-13003048/,Minivan
2023,GMC,Savana,39788,43246,white,https://www.carpages.ca/used-cars/nova-scotia/dartmouth/2023-gmc-savana-13002703/,Minivan
2023,GMC,Savana,39588,36369,white,https://www.carpages.ca/used-cars/nova-scotia/dartmouth/2023-gmc-savana-13002667/,Minivan
2018,Ford,Transit,18795,151553,white,https://www.carpages.ca/used-cars/ontario/bolton/2018-ford-transit-connect-13002538/,Minivan
2022,Toyota,Sienna,51988,68500,blue,https://www.carpages.ca/used-cars/ontario/guelph/2022-toyota-sienna-13001800/,Minivan
2023,Chrysler,Pacifica,39716,71235,gray,https://www.carpages.ca/used-cars/saskatchewan/saskatoon/2023-chrysler-pacifica-13001443/,Minivan
2018,Chrysler,Pacifica,11500,181570,black,https://www.carpages.ca/used-cars/ontario/mississauga/2018-chrysler-pacifica-13000888/,Minivan
2017,Dodge,Grand,14990,148627,gray,https://www.carpages.ca/used-cars/ontario/scarborough/2017-dodge-grand-caravan-12999031/,Minivan
2017,Dodge,Grand,14100,108860,red,https://www.carpages.ca/used-cars/ontario/bolton/2017-dodge-grand-caravan-12998620/,Minivan
2025,Toyota,Sienna,69566,0,blue,https://www.carpages.ca/new-cars/saskatchewan/prince-albert/2025-toyota-sienna-12997900/,Minivan
2026,Ford,Transit,84260,0,white,https://www.carpages.ca/new-cars/manitoba/swan-river/2026-ford-transit-12997399/,Minivan
2017,Dodge,Grand,15999,122285,burgundy,https://www.carpages.ca/used-cars/ontario/st-catharines/2017-dodge-grand-caravan-12996259/,Minivan
2017,Chrysler,Pacifica,18999,148323,gray,https://www.carpages.ca/used-cars/ontario/st-catharines/2017-chrysler-pacifica-12996247/,Minivan
2023,Ford,Transit,46950,31833,white,https://www.carpages.ca/used-cars/ontario/kitchener/2023-ford-transit-cargo-van-12996208/,Minivan
2015,Dodge,Grand,9900,167000,silver,https://www.carpages.ca/used-cars/ontario/toronto/2015-dodge-grand-caravan-12996007/,Minivan
2019,Dodge,Grand,15988,160882,Other,https://www.carpages.ca/used-cars/alberta/calgary/2019-dodge-grand-caravan-12994900/,Minivan
2015,Dodge,Grand,12499,152428,blue,https://www.carpages.ca/used-cars/ontario/brampton/2015-dodge-grand-caravan-12994855/,Minivan
2026,Dodge,Grand,50390,20,white,https://www.carpages.ca/new-cars/saskatchewan/saskatoon/2026-dodge-grand-caravan-12994036/,Minivan
2023,Chrysler,Pacifica,45345,88818,granite,https://www.carpages.ca/used-cars/saskatchewan/saskatoon/2023-chrysler-pacifica-12994030/,Minivan
2006,Toyota,Sienna,5995,242420,gold,https://www.carpages.ca/used-cars/ontario/oakville/2006-toyota-sienna-12992395/,Minivan
2018,Ford,Transit,30988,82228,Other,https://www.carpages.ca/used-cars/alberta/calgary/2018-ford-transit-12992266/,Minivan
2026,Honda,Odyssey,56820,5,modern,https://www.carpages.ca/new-cars/nova-scotia/bridgewater/2026-honda-odyssey-12990982/,Minivan
2013,GMC,Savana,19998,188019,white,https://www.carpages.ca/used-cars/ontario/st-catharines/2013-gmc-savana-12990589/,Minivan
2019,Ford,Transit,30980,72702,black,https://www.carpages.ca/used-cars/quebec/saint-hubert/2019-ford-transit-12990406/,Minivan
2026,Chrysler,Pacifica,61598,0,silver,https://www.carpages.ca/new-cars/ontario/mississauga/2026-chrysler-pacifica-12990193/,Minivan
2026,Chrysler,Pacifica,61698,0,black,https://www.carpages.ca/new-cars/ontario/mississauga/2026-chrysler-pacifica-12990187/,Minivan
2026,Chrysler,Pacifica,56203,0,white,https://www.carpages.ca/new-cars/ontario/waterloo/2026-chrysler-pacifica-12990115/,Minivan
2026,Chrysler,Pacifica,55003,0,black,https://www.carpages.ca/new-cars/ontario/waterloo/2026-chrysler-pacifica-12990118/,Minivan
2026,Chrysler,Pacifica,56698,0,black,https://www.carpages.ca/new-cars/ontario/waterloo/2026-chrysler-pacifica-12990109/,Minivan
2026,Chrysler,Pacifica,54903,0,silver,https://www.carpages.ca/new-cars/ontario/waterloo/2026-chrysler-pacifica-12990112/,Minivan
2026,Chrysler,Pacifica,59999,19,white,https://www.carpages.ca/new-cars/ontario/bancroft/2026-chrysler-pacifica-12989941/,Minivan
2016,Dodge,Grand,16995,128046,white,https://www.carpages.ca/used-cars/saskatchewan/prince-albert/2016-dodge-grand-caravan-12988423/,Minivan
2016,Dodge,Grand,11995,113921,red,https://www.carpages.ca/used-cars/ontario/bolton/2016-dodge-grand-caravan-12987628/,Minivan
2024,GMC,Savana,44467,40873,white,https://www.carpages.ca/used-cars/alberta/calgary/2024-gmc-savana-12986710/,Minivan
2025,Ford,Transit,67821,10,white,https://www.carpages.ca/new-cars/saskatchewan/regina/2025-ford-transit-12986674/,Minivan
2025,RAM,Cargo,70170,4,white,https://www.carpages.ca/new-cars/nova-scotia/halifax/2025-ram-cargo-van-12986020/,Minivan
2018,Honda,Odyssey,24480,123374,white,https://www.carpages.ca/used-cars/quebec/saint-hubert/2018-honda-odyssey-12985300/,Minivan
2019,Dodge,Grand,8900,229284,silver,https://www.carpages.ca/used-cars/alberta/calgary/2019-dodge-grand-caravan-12983734/,Minivan
2017,Dodge,Grand,16499,162333,burgundy,https://www.carpages.ca/used-cars/ontario/st-catharines/2017-dodge-grand-caravan-12983488/,Minivan
2020,Dodge,Grand,15550,190125,black,https://www.carpages.ca/used-cars/ontario/toronto/2020-dodge-grand-caravan-12982798/,Minivan
2025,Mercedes-Benz,eSprinter,104384,90,white,https://www.carpages.ca/new-cars/new-brunswick/dieppe/2025-mercedes-benz-esprinter-cargo-van-12981376/,Minivan
2022,Ford,Transit,36850,132256,white,https://www.carpages.ca/used-cars/british-columbia/burnaby/2022-ford-transit-12980623/,Minivan
2022,Chrysler,Pacifica,31995,106339,black,https://www.carpages.ca/used-cars/british-columbia/coquitlam/2022-chrysler-pacifica-12980281/,Minivan
2022,Ford,E-Transit,44995,127,white,https://www.carpages.ca/used-cars/manitoba/winnipeg/2022-ford-e-transit-cargo-van-12980182/,Minivan
2024,Toyota,Sienna,51998,29852,silver,https://www.carpages.ca/used-cars/ontario/ottawa/2024-toyota-sienna-12978769/,Minivan
2017,Chrysler,Pacifica,17600,129873,white,https://www.carpages.ca/used-cars/british-columbia/richmond/2017-chrysler-pacifica-12978361/,Minivan
2018,Toyota,Sienna,31300,154090,gray,https://www.carpages.ca/used-cars/ontario/bolton/2018-toyota-sienna-12978058/,Minivan
2024,Mercedes-Benz,Sprinter,52998,69520,white,https://www.carpages.ca/used-cars/ontario/north-york/2024-mercedes-benz-sprinter-12978040/,Minivan
